PartNo/Pin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
ARD1,SIN1.9,"SIN1.2
SIN6.2
SIN2.2
SIN3.2
SIN4.2
SIN5.2","SIN6.1
SIN1.1
SIN2.1
SIN3.1
SIN4.1
SIN5.1",SO1.3,"SO3.13
SO1.13
SO2.13","SO3.12
SO1.12
SO2.12",RE5.2,RE5.1,RE4.2,RE4.1,RE3.2,RE3.1,RE2.2,RE2.1,RE1.2,RE1.1,M1.4,M1.3,GND,VCC
