PartNo/Pin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
M1,VCC,GND,ARD1.18,ARD1.17,R37.1,GND,GND,GND,I2CEX.4,I2CEX.3,LCD1.4,LCD1.3,LCD2.4,LCD2.3,LCD3.4,LCD3.3,LCD4.4,LCD4.3,LCD5.4,LCD5.3,LCD6.4,LCD6.3,LCD7.4,LCD7.3
